1,1577,,,,,7.0,6.6,6.0,2.5,3.75,3.17,3.25
1,1578,,,,,6.0,6.0,5.8,5.75,1.5,4.42,6.0
1,1579,,,,,5.25,6.0,4.0,3.5,5.75,4.42,4.0
1,1580,,,,,7.0,8.4,8.6,4.75,7.75,5.75,4.75
1,1581,,,,,4.5,5.4,7.2,5.0,6.5,4.75,2.75
1,1582,,,,,3.5,5.2,7.4,2.0,6.25,4.42,5.0
1,1583,,,,,3.5,5.2,4.8,5.0,2.5,3.25,2.25
1,1584,,,,,5.0,7.0,6.4,4.5,6.5,5.67,6.0
1,1585,,,,,3.0,4.2,7.2,5.25,2.75,3.42,2.25
1,1586,,,,,5.5,6.8,7.4,4.0,6.75,5.08,4.5
1,1587,,,,,3.75,5.0,4.0,2.75,3.25,3.33,4.0
1,1588,,,,,5.5,7.0,6.6,4.5,7.0,4.67,2.5
1,1589,,,,,6.0,7.0,,5.5,6.75,,5.75
1,1590,,,,,5.0,7.6,4.6,2.75,6.5,5.17,6.25
1,1591,,,,,4.5,6.8,5.6,4.25,6.0,4.75,4.0
1,1592,,,,,5.75,5.8,6.0,4.25,5.25,5.17,6.0
1,1593,,,,,5.5,6.8,7.4,6.0,4.75,5.83,6.75
1,1594,,,,,4.5,5.4,4.4,4.5,6.5,5.08,4.25
1,1595,,,,,5.25,7.0,,3.0,5.25,,3.75
1,1596,,,,,6.0,5.2,4.6,4.25,4.5,3.58,2.0
1,1597,,,,,4.5,4.8,5.2,4.75,6.75,5.08,3.75
1,1598,,,,,4.5,6.8,6.6,2.0,7.5,3.58,1.25
1,1599,,,,,3.75,5.8,2.0,3.5,5.5,4.83,5.5
1,1600,,,,,4.75,7.4,4.6,4.0,3.75,4.5,5.75
1,1601,,,,,4.0,5.8,5.2,4.0,3.75,3.67,3.25
1,1602,,,,,4.5,5.8,5.4,4.25,8.0,5.75,5.0
1,1603,,,,,3.5,5.4,2.6,4.75,3.5,4.25,4.5
1,1604,,,,,6.0,5.8,2.8,3.0,3.5,3.75,4.75
1,1605,,,,,4.5,5.8,,2.75,4.25,,5.0
1,1606,,,,,5.0,5.0,3.6,4.25,3.75,3.17,1.5
1,1607,,,,,5.5,7.8,7.6,5.0,7.0,5.17,3.5
1,1608,,,,,5.5,5.2,7.0,5.0,5.75,4.33,2.25
1,1609,,,,,5.75,6.6,6.2,5.5,7.25,6.25,6.0
1,1610,,,,,4.5,6.0,6.4,5.0,6.75,6.08,6.5
1,1611,,,,,3.75,5.0,5.6,3.25,5.0,3.58,2.5
1,1612,,,,,6.0,5.8,5.8,3.75,5.5,4.5,4.25
1,1613,3.75,4.75,5.25,7.25,7.0,6.2,5.2
1,1614,4.0,5.75,,5.25,5.25,3.8
1,1615,5.0,7.25,6.67,7.75,7.0,6.6,7.2
1,1616,8.5,8.5,8.25,7.75,7.75,4.8,6.2
1,1617,3.0,2.5,3.25,4.25,5.5,2.8,3.2
1,1618,3.0,6.25,5.17,6.25,3.0,3.6,3.6
1,1619,4.0,4.75,,6.25,2.5,2.4
1,1620,3.5,4.75,5.42,8.0,7.0,6.8,6.4
1,1621,4.5,4.25,5.33,7.25,5.25,3.0,2.8
1,1622,4.0,7.75,6.58,8.0,5.75,5.6,7.2
1,1623,4.0,6.5,5.67,6.5,3.5,5.2,6.4
1,1624,4.5,6.25,6.5,8.75,6.5,6.0,7.6
1,1625,3.75,6.25,5.5,6.5,5.5,6.2,5.6
1,1627,3.25,6.0,5.25,6.5,7.0,6.2,7.6
1,1628,3.75,6.75,5.75,6.75,6.0,6.4,5.2
1,1629,3.0,6.25,,8.75,6.5,4.2
1,1630,2.25,4.0,,5.75,3.5,3.4
1,1631,3.5,4.5,4.58,5.75,7.0,5.8,4.0
1,1632,1.75,5.0,4.67,7.25,5.5,4.0,2.4
1,1633,6.5,7.5,7.75,9.25,8.25,7.0,9.2
1,1634,4.25,4.5,5.5,7.75,5.5,6.0,6.6
1,1635,3.0,6.0,5.58,7.75,6.25,4.8,5.2
1,1636,3.75,6.0,6.17,8.75,5.75,4.4,3.6
1,1637,4.5,5.5,6.5,9.5,5.25,5.0,5.8
1,1638,3.5,5.5,5.83,8.5,6.0,5.0,7.0
1,1639,3.75,4.75,4.83,6.0,5.25,5.4,3.4
1,1640,4.25,6.25,6.33,8.5,7.5,6.8,7.2
1,1641,4.5,5.5,5.83,7.5,7.25,5.6,7.6
1,1642,4.5,6.0,6.17,8.0,6.5,6.6,6.8
1,1643,3.75,4.25,,7.0,6.0,5.6
1,1644,3.0,5.25,4.75,6.0,5.75,4.4,3.2
1,1645,5.0,6.25,6.67,8.75,7.0,7.4,7.8
1,1646,3.25,7.25,6.25,8.25,7.25,6.0,6.0
1,1647,5.0,4.75,5.83,7.75,4.5,4.0,3.6
1,1648,4.25,6.25,6.33,8.5,7.25,6.8,9.0
1,1649,5.25,6.75,6.67,8.0,7.0,6.2,8.2
1,1650,4.5,7.0,6.25,7.25,6.75,6.0,7.6
1,1651,3.5,8.0,7.08,9.75,7.5,5.4,8.6
1,1652,5.25,6.5,6.5,7.75,8.0,6.0,5.8
1,1653,4.5,7.75,,8.75,7.5,5.8
1,1654,4.25,6.75,6.42,8.25,7.0,6.4,6.2
1,1655,3.75,5.5,4.83,5.25,6.75,6.6,5.0
1,1656,4.5,6.5,6.42,8.25,7.0,6.4,8.0
